_id,,Land Use,Property City,Sale Date,Sale Price,Acreage,Land Value,Building Value,Total Value,Finished Area,Year Built,Bedrooms,Full Bath,Half Bath
65d7ef0b234a2544308151a0,1,SINGLE FAMILY,NASHVILLE,1/11/13,191500,0.17,32000.0,134400.0,168300.0,1149.0,1941.0,2.0,1.0,0.0
65d7ef0b234a2544308151a1,2,SINGLE FAMILY,NASHVILLE,1/18/13,202000,0.11,34000.0,157800.0,191800.0,2090.82495,2000.0,3.0,2.0,1.0
65d7ef0b234a2544308151a2,3,SINGLE FAMILY,NASHVILLE,1/18/13,32000,0.17,25000.0,243700.0,268700.0,2145.60001,1948.0,4.0,2.0,0.0
65d7ef0b234a2544308151a3,4,SINGLE FAMILY,NASHVILLE,1/23/13,102000,0.34,25000.0,138100.0,164800.0,1969.0,1910.0,2.0,1.0,0.0
65d7ef0b234a2544308151a4,5,SINGLE FAMILY,NASHVILLE,1/4/13,93736,0.17,25000.0,86100.0,113300.0,1037.0,1945.0,2.0,1.0,0.0
65d7ef0b234a2544308151a6,7,SINGLE FAMILY,NASHVILLE,1/15/13,44000,0.2,16000.0,68100.0,84300.0,1216.0,1932.0,2.0,1.0,0.0
65d7ef0b234a2544308151a7,8,SINGLE FAMILY,NASHVILLE,1/25/13,49900,0.2,16000.0,68100.0,84300.0,1216.0,1932.0,2.0,1.0,0.0
65d7ef0b234a2544308151a8,9,SINGLE FAMILY,NASHVILLE,1/9/13,25000,0.4,25000.0,57100.0,88400.0,1152.0,1945.0,2.0,1.0,0.0
65d7ef0b234a2544308151a9,10,SINGLE FAMILY,NASHVILLE,1/18/13,90000,0.34,25000.0,80100.0,105100.0,1300.0,1955.0,2.0,1.0,0.0
65d7ef0b234a2544308151aa,11,SINGLE FAMILY,NASHVILLE,1/11/13,72000,0.23,21500.0,87900.0,109400.0,1175.0,1968.0,3.0,1.0,1.0
65d7ef0b234a2544308151ab,12,SINGLE FAMILY,NASHVILLE,1/4/13,120000,0.29,21500.0,107800.0,129300.0,1825.0,1978.0,7.0,2.0,0.0
65d7ef0b234a2544308151ac,13,VACANT RES LAND,NASHVILLE,1/23/13,55000,0.41,35500.0,201300.0,236800.0,1960.0,2013.0,4.0,2.0,1.0
65d7ef0b234a2544308151ad,14,SINGLE FAMILY,NASHVILLE,1/18/13,115900,0.25,21500.0,81700.0,103200.0,1474.0,1960.0,2.0,1.0,1.0
65d7ef0b234a2544308151ae,15,SINGLE FAMILY,NASHVILLE,1/17/13,120000,0.27,21500.0,92000.0,116300.0,1600.0,1962.0,4.0,1.0,1.0
65d7ef0b234a2544308151af,16,SINGLE FAMILY,NASHVILLE,1/4/13,262500,0.35,47000.0,213600.0,269000.0,1436.0,1955.0,2.0,2.0,0.0
65d7ef0b234a2544308151b2,19,DUPLEX,NASHVILLE,1/31/13,112500,0.27,28000.0,71100.0,99100.0,1436.0,1970.0,4.0,2.0,0.0
65d7ef0b234a2544308151b3,20,SINGLE FAMILY,NASHVILLE,1/8/13,134000,0.36,21000.0,83100.0,104300.0,1455.0,1958.0,3.0,2.0,0.0
65d7ef0b234a2544308151b4,21,SINGLE FAMILY,NASHVILLE,1/18/13,48000,0.44,21000.0,53400.0,74400.0,950.0,1958.0,2.0,1.0,0.0
65d7ef0b234a2544308151b5,22,SINGLE FAMILY,NASHVILLE,1/22/13,127000,0.42,21000.0,107100.0,128100.0,1927.0,1959.0,4.0,2.0,0.0
65d7ef0b234a2544308151b6,23,SINGLE FAMILY,NASHVILLE,1/8/13,92900,0.19,15000.0,66600.0,81600.0,1293.0,1980.0,4.0,1.0,1.0
65d7ef0b234a2544308151b7,24,SINGLE FAMILY,NASHVILLE,1/4/13,267300,0.76,55000.0,300400.0,355400.0,2370.0,1968.0,4.0,2.0,0.0
65d7ef0b234a2544308151ba,27,SINGLE FAMILY,NASHVILLE,1/28/13,187000,0.52,36500.0,151300.0,187800.0,2010.0,1965.0,3.0,2.0,0.0
65d7ef0b234a2544308151c0,33,SINGLE FAMILY,ANTIOCH,1/15/13,109900,0.28,24000.0,77400.0,101400.0,1247.0,1968.0,3.0,1.0,1.0
65d7ef0b234a2544308151f3,84,SINGLE FAMILY,NASHVILLE,1/24/13,131350,0.17,32000.0,89200.0,121200.0,1353.60001,1949.0,4.0,2.0,0.0
65d7ef0b234a2544308151f4,85,SINGLE FAMILY,NASHVILLE,1/14/13,285000,0.17,120000.0,143200.0,268900.0,1391.0,1930.0,2.0,2.0,0.0
65d7ef0b234a2544308151f5,86,DUPLEX,NASHVILLE,1/11/13,450000,0.34,165000.0,103000.0,268000.0,1650.0,1968.0,4.0,2.0,0.0
65d7ef0b234a2544308151fb,92,DUPLEX,NASHVILLE,1/23/13,63500,0.15,20000.0,76700.0,96700.0,2000.0,1988.0,6.0,4.0,0.0
65d7ef0b234a2544308151fd,94,SINGLE FAMILY,NASHVILLE,1/24/13,130000,0.17,65000.0,63600.0,130200.0,1296.0,1958.0,2.0,1.0,0.0
65d7ef0b234a254430815204,101,SINGLE FAMILY,NASHVILLE,1/16/13,194000,0.41,45000.0,112700.0,157700.0,1032.0,1953.0,3.0,1.0,0.0
65d7ef0b234a254430815205,102,SINGLE FAMILY,NASHVILLE,1/9/13,207500,0.17,150000.0,510200.0,660200.0,3650.0,2014.0,4.0,4.0,0.0
65d7ef0b234a254430815206,103,SINGLE FAMILY,NASHVILLE,1/18/13,295000,0.19,160000.0,111400.0,273500.0,920.0,1950.0,2.0,1.0,0.0
65d7ef0b234a254430815207,104,SINGLE FAMILY,NASHVILLE,1/23/13,260000,0.52,65000.0,195600.0,260600.0,1723.0,1953.0,3.0,2.0,0.0
65d7ef0b234a25443081520c,109,ZERO LOT LINE,NASHVILLE,1/11/13,138000,0.08,105000.0,44900.0,149900.0,810.0,1983.0,2.0,1.0,0.0
65d7ef0b234a25443081520d,110,ZERO LOT LINE,NASHVILLE,1/11/13,138000,0.08,105000.0,44900.0,149900.0,810.0,1983.0,2.0,1.0,0.0
65d7ef0b234a25443081520e,111,SINGLE FAMILY,NASHVILLE,1/15/13,270000,0.22,175000.0,485900.0,660900.0,3308.32501,1930.0,4.0,3.0,0.0
65d7ef0b234a25443081520f,112,SINGLE FAMILY,NASHVILLE,1/18/13,394500,0.18,214500.0,156800.0,371300.0,1840.0,1950.0,3.0,2.0,0.0
65d7ef0b234a254430815211,114,SINGLE FAMILY,NASHVILLE,1/15/13,899900,0.27,175000.0,567400.0,782300.0,3914.0,1935.0,4.0,1.0,1.0
65d7ef0b234a254430815212,115,SINGLE FAMILY,NASHVILLE,1/25/13,860000,0.22,214500.0,472700.0,702300.0,3346.25,2005.0,4.0,2.0,2.0
65d7ef0b234a254430815215,118,SINGLE FAMILY,NASHVILLE,1/10/13,555000,0.17,214500.0,365600.0,580100.0,3509.77496,2007.0,4.0,3.0,2.0
65d7ef0b234a254430815216,119,DUPLEX,NASHVILLE,1/15/13,164000,0.14,80000.0,69400.0,149400.0,1374.0,1967.0,4.0,2.0,0.0
65d7ef0b234a254430815217,120,SINGLE FAMILY,NASHVILLE,1/18/13,151000,0.13,105000.0,50700.0,155700.0,897.0,1940.0,2.0,1.0,0.0
65d7ef0b234a254430815218,121,SINGLE FAMILY,NASHVILLE,1/23/13,600000,0.21,180000.0,414300.0,594300.0,3116.0,1930.0,4.0,5.0,0.0
65d7ef0b234a254430815219,122,SINGLE FAMILY,NASHVILLE,1/2/13,225000,0.18,140000.0,83400.0,245200.0,736.0,1940.0,2.0,1.0,0.0
65d7ef0b234a25443081521c,125,SINGLE FAMILY,NASHVILLE,1/11/13,396500,0.19,120000.0,259700.0,380200.0,2022.0,1935.0,3.0,2.0,0.0
65d7ef0b234a25443081521e,127,SINGLE FAMILY,NASHVILLE,1/11/13,433500,1.64,275000.0,239000.0,514000.0,2983.0,1968.0,3.0,2.0,0.0
65d7ef0b234a25443081521f,128,SINGLE FAMILY,NASHVILLE,1/10/13,147500,1.12,175000.0,184200.0,359200.0,1829.0,1956.0,3.0,2.0,0.0
65d7ef0b234a254430815221,130,SINGLE FAMILY,NASHVILLE,1/30/13,428000,0.79,190000.0,241000.0,431000.0,2676.0,1961.0,3.0,2.0,0.0
65d7ef0b234a254430815222,131,SINGLE FAMILY,NASHVILLE,1/11/13,100000,0.29,225000.0,146700.0,371700.0,1754.0,1957.0,3.0,1.0,1.0
65d7ef0b234a254430815223,132,SINGLE FAMILY,NASHVILLE,1/18/13,427000,0.4,240000.0,492300.0,732300.0,3188.0,2013.0,4.0,3.0,0.0
65d7ef0b234a254430815227,136,SINGLE FAMILY,NASHVILLE,1/18/13,989000,0.28,180000.0,794500.0,987800.0,4171.5,1936.0,4.0,4.0,0.0
65d7ef0b234a25443081522b,140,SINGLE FAMILY,NASHVILLE,1/10/13,1435000,1.58,398000.0,971700.0,1402300.0,6753.0,1942.0,5.0,4.0,2.0
65d7ef0b234a25443081522c,141,DUPLEX,NASHVILLE,1/31/13,330000,0.23,210000.0,493100.0,716900.0,3371.0,2013.0,4.0,3.0,1.0
65d7ef0b234a25443081522f,144,SINGLE FAMILY,NASHVILLE,1/18/13,718000,0.18,140000.0,473200.0,636000.0,3477.0,2012.0,3.0,3.0,0.0
65d7ef0b234a254430815230,145,SINGLE FAMILY,NASHVILLE,1/14/13,585157,0.27,140000.0,481400.0,621400.0,3036.0,2012.0,3.0,2.0,1.0
65d7ef0b234a254430815232,147,SINGLE FAMILY,NASHVILLE,1/28/13,323000,0.36,175000.0,156500.0,331500.0,1768.0,1949.0,3.0,2.0,0.0
65d7ef0b234a254430815235,150,SINGLE FAMILY,NASHVILLE,1/24/13,150000,0.24,36000.0,109400.0,145400.0,1900.0,1969.0,3.0,1.0,1.0
65d7ef0b234a254430815236,151,DUPLEX,NASHVILLE,1/18/13,132000,0.25,18000.0,92200.0,110200.0,1889.41998,1976.0,4.0,2.0,0.0
65d7ef0b234a25443081523b,156,SINGLE FAMILY,NASHVILLE,1/25/13,268000,0.34,70000.0,172600.0,242600.0,2610.0,1965.0,5.0,3.0,0.0
65d7ef0b234a25443081523e,159,SINGLE FAMILY,NASHVILLE,1/7/13,224000,0.34,66500.0,148900.0,215400.0,1625.0,1968.0,3.0,2.0,0.0
65d7ef0b234a25443081523f,160,VACANT RES LAND,NASHVILLE,1/15/13,300000,0.56,295000.0,576900.0,887000.0,4485.0,2016.0,5.0,5.0,1.0
65d7ef0b234a254430815240,161,SINGLE FAMILY,NASHVILLE,1/18/13,975000,0.88,350000.0,381600.0,731600.0,4060.0,1945.0,4.0,4.0,0.0
65d7ef0b234a254430815242,163,SINGLE FAMILY,NASHVILLE,1/22/13,710000,0.38,375000.0,310100.0,685900.0,3497.5,1940.0,4.0,4.0,0.0
65d7ef0b234a254430815243,164,SINGLE FAMILY,NASHVILLE,1/15/13,616224,0.57,448900.0,100100.0,549000.0,2065.59998,1938.0,3.0,2.0,0.0
65d7ef0b234a25443081524b,172,SINGLE FAMILY,NASHVILLE,1/18/13,266125,0.18,152000.0,107800.0,260300.0,906.0,1942.0,2.0,1.0,0.0
65d7ef0b234a25443081524d,174,SINGLE FAMILY,NASHVILLE,1/25/13,846200,0.56,210000.0,579800.0,819100.0,3732.0,2013.0,4.0,3.0,1.0
65d7ef0b234a25443081524f,176,SINGLE FAMILY,NASHVILLE,1/24/13,445000,1.14,245000.0,150600.0,395600.0,2344.0,1960.0,3.0,2.0,0.0
65d7ef0b234a254430815250,177,SINGLE FAMILY,NASHVILLE,1/23/13,550000,1.36,272700.0,468800.0,741500.0,6395.19217,1952.0,5.0,4.0,1.0
65d7ef0b234a254430815251,178,SINGLE FAMILY,NASHVILLE,1/17/13,345000,0.51,200000.0,146200.0,347000.0,1620.0,1951.0,3.0,2.0,0.0
65d7ef0b234a254430815260,193,SINGLE FAMILY,NASHVILLE,1/29/13,2760000,4.53,1174500.0,1574300.0,2826100.0,8403.86999,1930.0,4.0,6.0,0.0
65d7ef0b234a254430815262,195,VACANT RES LAND,NASHVILLE,1/11/13,420000,2.15,390000.0,1310500.0,1700500.0,6673.0,2016.0,4.0,4.0,1.0
65d7ef0b234a254430815263,196,SINGLE FAMILY,NASHVILLE,1/28/13,505000,1.34,315000.0,158300.0,473300.0,3033.03998,1965.0,5.0,5.0,0.0
65d7ef0b234a254430815269,202,SINGLE FAMILY,NASHVILLE,1/7/13,1525000,1.04,315000.0,1164100.0,1503800.0,6844.0,1956.0,4.0,4.0,0.0
65d7ef0b234a25443081526b,204,SINGLE FAMILY,BRENTWOOD,1/2/13,1365000,1.99,280800.0,1184700.0,1465500.0,6079.0,2006.0,4.0,4.0,1.0
65d7ef0b234a25443081526d,206,SINGLE FAMILY,NASHVILLE,1/22/13,1200000,1.08,200000.0,1408800.0,1660700.0,6342.0,2007.0,3.0,3.0,2.0
65d7ef0b234a25443081526e,207,SINGLE FAMILY,NASHVILLE,1/23/13,385500,1.14,200000.0,218200.0,418200.0,2556.0,1980.0,3.0,3.0,0.0
65d7ef0b234a25443081526f,208,SINGLE FAMILY,NASHVILLE,1/28/13,27000,0.17,11000.0,50800.0,61800.0,1344.0,1940.0,4.0,2.0,0.0
65d7ef0b234a254430815270,209,DUPLEX,NASHVILLE,1/8/13,65900,0.17,11000.0,43200.0,54200.0,1544.0,1955.0,4.0,2.0,0.0
65d7ef0b234a254430815271,210,SINGLE FAMILY,NASHVILLE,1/11/13,54500,0.17,11000.0,34200.0,45600.0,1236.0,1930.0,3.0,1.0,0.0
65d7ef0b234a254430815272,211,SINGLE FAMILY,NASHVILLE,1/10/13,17000,0.13,11000.0,52500.0,63500.0,935.0,1930.0,3.0,1.0,0.0
65d7ef0b234a254430815273,212,SINGLE FAMILY,NASHVILLE,1/25/13,25000,0.15,13000.0,45300.0,58300.0,790.0,1937.0,2.0,1.0,0.0
65d7ef0b234a254430815274,213,SINGLE FAMILY,NASHVILLE,1/8/13,37500,0.09,13000.0,45900.0,64500.0,1057.0,1935.0,1.0,1.0,0.0
65d7ef0b234a254430815275,214,DUPLEX,NASHVILLE,1/7/13,78500,0.44,24000.0,66700.0,90700.0,1978.0,1958.0,4.0,2.0,0.0
65d7ef0b234a254430815276,215,SINGLE FAMILY,NASHVILLE,1/11/13,102000,0.26,31000.0,70900.0,101900.0,1025.0,1960.0,3.0,1.0,1.0
65d7ef0b234a254430815278,217,SINGLE FAMILY,NASHVILLE,1/2/13,50000,0.17,45000.0,48200.0,93200.0,856.0,1918.0,3.0,1.0,0.0
65d7ef0b234a25443081527a,219,SINGLE FAMILY,NASHVILLE,1/16/13,93000,0.17,20000.0,93100.0,113100.0,1316.25,1925.0,4.0,2.0,0.0
65d7ef0b234a25443081527b,220,SINGLE FAMILY,NASHVILLE,1/7/13,59220,0.12,20000.0,37800.0,57800.0,888.0,1950.0,3.0,1.0,0.0
65d7ef0b234a25443081527c,221,SINGLE FAMILY,NASHVILLE,1/4/13,215044,0.14,45000.0,172100.0,217100.0,1615.0,2012.0,3.0,2.0,1.0
65d7ef0b234a25443081527d,222,SINGLE FAMILY,NASHVILLE,1/18/13,127500,0.21,24000.0,83200.0,107200.0,1088.0,1949.0,2.0,1.0,0.0
65d7ef0b234a25443081527e,223,VACANT RES LAND,NASHVILLE,1/23/13,15000,0.13,13000.0,127100.0,140100.0,1170.0,2013.0,3.0,2.0,0.0
65d7ef0b234a254430815286,231,SINGLE FAMILY,NASHVILLE,1/10/13,600000,9.18,152400.0,446600.0,644200.0,5118.0,1978.0,4.0,6.0,0.0
65d7ef0b234a254430815287,232,SINGLE FAMILY,NASHVILLE,1/31/13,31000,0.22,14000.0,48500.0,62500.0,1050.0,1971.0,3.0,1.0,0.0
65d7ef0b234a25443081528a,235,SINGLE FAMILY,NASHVILLE,1/18/13,115000,0.34,20000.0,118000.0,138000.0,1908.0,1980.0,3.0,2.0,0.0
65d7ef0b234a25443081528b,236,SINGLE FAMILY,NASHVILLE,1/17/13,45000,0.31,21000.0,87600.0,108600.0,1536.0,1967.0,3.0,1.0,1.0
65d7ef0b234a25443081528c,237,SINGLE FAMILY,NASHVILLE,1/18/13,120000,0.19,21000.0,81400.0,102400.0,1800.0,1967.0,3.0,1.0,1.0
65d7ef0b234a25443081528d,238,SINGLE FAMILY,NASHVILLE,1/22/13,52500,0.41,20000.0,55600.0,75600.0,1508.0,1945.0,2.0,1.0,0.0
65d7ef0b234a25443081528e,239,SINGLE FAMILY,NASHVILLE,1/10/13,26000,1.54,21300.0,5800.0,28500.0,1317.0,1940.0,2.0,1.0,0.0
65d7ef0b234a25443081528f,240,SINGLE FAMILY,NASHVILLE,1/24/13,81000,0.16,11000.0,79300.0,90700.0,1220.0,1997.0,3.0,2.0,0.0
65d7ef0b234a254430815290,241,SINGLE FAMILY,NASHVILLE,1/17/13,27000,0.2,14000.0,40300.0,54300.0,975.0,1964.0,2.0,1.0,0.0
65d7ef0b234a254430815291,242,SINGLE FAMILY,NASHVILLE,1/4/13,20000,0.15,14000.0,45800.0,59800.0,986.0,1966.0,3.0,1.0,0.0
65d7ef0b234a254430815294,245,SINGLE FAMILY,NASHVILLE,1/4/13,100,0.78,25000.0,94300.0,119300.0,1620.0,1958.0,2.0,1.0,0.0
65d7ef0b234a254430815295,246,SINGLE FAMILY,NASHVILLE,1/31/13,136600,0.85,25000.0,86800.0,111800.0,1468.75,1958.0,3.0,1.0,1.0
65d7ef0b234a254430815297,248,SINGLE FAMILY,NASHVILLE,1/15/13,109900,0.43,20000.0,80000.0,100000.0,1820.0,1962.0,3.0,2.0,0.0
65d7ef0b234a25443081529b,252,SINGLE FAMILY,MADISON,1/16/13,44000,0.15,18000.0,63600.0,81600.0,1137.0,1948.0,2.0,1.0,0.0
65d7ef0b234a25443081529c,253,SINGLE FAMILY,MADISON,1/11/13,102900,0.65,23600.0,77200.0,102500.0,1218.0,1945.0,3.0,1.0,0.0
65d7ef0b234a25443081529d,254,SINGLE FAMILY,MADISON,1/16/13,97500,0.34,18000.0,74900.0,95100.0,1780.0,1952.0,3.0,2.0,0.0
65d7ef0b234a25443081529f,256,SINGLE FAMILY,MADISON,1/8/13,70000,0.21,20000.0,81700.0,101700.0,1500.0,1978.0,3.0,2.0,0.0
65d7ef0b234a2544308152a0,257,DUPLEX,MADISON,1/8/13,74000,0.29,18000.0,54800.0,72800.0,1248.0,1963.0,4.0,2.0,0.0
65d7ef0b234a2544308152a2,259,SINGLE FAMILY,MADISON,1/11/13,159900,0.53,48000.0,174000.0,222000.0,2495.0,1962.0,4.0,2.0,0.0
65d7ef0b234a2544308152a3,260,SINGLE FAMILY,MADISON,1/24/13,66120,0.98,27000.0,80900.0,107900.0,1361.0,1954.0,2.0,1.0,0.0
65d7ef0b234a2544308152a4,261,DUPLEX,MADISON,1/9/13,85000,0.29,21600.0,63800.0,85400.0,1519.0,1984.0,4.0,2.0,0.0
65d7ef0b234a2544308152a5,262,DUPLEX,MADISON,1/3/13,89900,0.24,21600.0,70600.0,92200.0,1658.0,1984.0,4.0,2.0,0.0
65d7ef0b234a2544308152a7,264,SINGLE FAMILY,NASHVILLE,1/4/13,77500,0.38,30000.0,120700.0,150700.0,1322.0,1956.0,3.0,1.0,0.0
65d7ef0b234a2544308152a8,265,SINGLE FAMILY,NASHVILLE,1/4/13,83000,0.51,37000.0,227700.0,270700.0,2236.85999,1948.0,4.0,3.0,0.0
65d7ef0b234a2544308152a9,266,SINGLE FAMILY,NASHVILLE,1/17/13,154900,0.35,37000.0,127000.0,164000.0,1312.0,1935.0,4.0,1.0,0.0
65d7ef0b234a2544308152aa,267,DUPLEX,NASHVILLE,1/15/13,130000,0.19,30000.0,219200.0,249200.0,2227.5,1940.0,3.0,2.0,0.0
65d7ef0b234a2544308152ab,268,SINGLE FAMILY,MADISON,1/16/13,108500,0.16,18000.0,74700.0,92700.0,1143.0,1993.0,3.0,2.0,0.0
65d7ef0b234a2544308152ac,269,SINGLE FAMILY,NASHVILLE,1/15/13,57999,0.16,27000.0,40400.0,67400.0,1152.0,1940.0,5.0,1.0,0.0
65d7ef0b234a2544308152ad,270,SINGLE FAMILY,NASHVILLE,1/24/13,40000,0.18,27000.0,119600.0,146600.0,1160.0,1925.0,2.0,2.0,0.0
65d7ef0b234a2544308152af,272,SINGLE FAMILY,NASHVILLE,1/10/13,334000,0.24,37000.0,293600.0,330600.0,2317.0,2012.0,3.0,2.0,1.0
65d7ef0b234a2544308152b0,273,SINGLE FAMILY,NASHVILLE,1/15/13,150000,0.26,37000.0,108700.0,145700.0,986.0,1945.0,3.0,2.0,0.0
65d7ef0b234a2544308152b2,275,SINGLE FAMILY,NASHVILLE,1/16/13,250000,0.31,37000.0,242500.0,279500.0,2376.0,1930.0,4.0,2.0,0.0
65d7ef0b234a2544308152b3,276,SINGLE FAMILY,NASHVILLE,1/24/13,76000,0.17,25000.0,160800.0,190700.0,1724.5625,1945.0,2.0,2.0,0.0
65d7ef0b234a2544308152b4,277,SINGLE FAMILY,NASHVILLE,1/30/13,177750,0.37,30000.0,171100.0,201100.0,1532.0,1950.0,3.0,1.0,0.0
65d7ef0b234a2544308152b5,278,SINGLE FAMILY,NASHVILLE,1/7/13,53000,0.17,25000.0,141100.0,166100.0,1584.0,1969.0,3.0,2.0,1.0
65d7ef0b234a2544308152b6,279,DUPLEX,NASHVILLE,1/17/13,120000,0.26,32000.0,88700.0,120700.0,1594.0,1961.0,4.0,2.0,0.0
65d7ef0b234a2544308152b8,281,SINGLE FAMILY,NASHVILLE,1/15/13,30000,0.18,16400.0,121900.0,153700.0,1200.0,1947.0,2.0,2.0,0.0
65d7ef0b234a2544308152b9,282,SINGLE FAMILY,NASHVILLE,1/10/13,132000,0.22,25000.0,82000.0,118100.0,1112.0,1949.0,3.0,1.0,0.0
65d7ef0b234a2544308152ba,283,SINGLE FAMILY,NASHVILLE,1/8/13,125000,0.33,32000.0,101100.0,137500.0,1349.0,1960.0,3.0,1.0,0.0
65d7ef0b234a2544308152bc,285,SINGLE FAMILY,NASHVILLE,1/25/13,248840,0.23,27000.0,210600.0,237600.0,2242.25,2013.0,3.0,2.0,1.0
65d7ef0b234a2544308152bd,286,SINGLE FAMILY,NASHVILLE,1/11/13,52500,0.18,27000.0,99100.0,126100.0,1725.0,1920.0,4.0,2.0,0.0
65d7ef0b234a2544308152be,287,SINGLE FAMILY,NASHVILLE,1/11/13,75000,0.38,43800.0,20500.0,64300.0,2028.0,1930.0,6.0,2.0,0.0
65d7ef0b234a2544308152bf,288,SINGLE FAMILY,NASHVILLE,1/9/13,153000,0.21,24000.0,135500.0,168700.0,1455.12,1942.0,3.0,1.0,1.0
65d7ef0b234a2544308152c0,289,SINGLE FAMILY,NASHVILLE,1/25/13,210000,0.17,24000.0,178600.0,202600.0,1170.0,2013.0,3.0,2.0,0.0
65d7ef0b234a2544308152c1,290,SINGLE FAMILY,NASHVILLE,1/18/13,183000,0.14,25100.0,156800.0,181900.0,1620.0,1900.0,3.0,2.0,0.0
65d7ef0b234a2544308152c2,291,SINGLE FAMILY,NASHVILLE,1/24/13,281993,0.2,125000.0,201000.0,326000.0,2213.60004,1920.0,4.0,3.0,0.0
65d7ef0b234a2544308152c3,292,DUPLEX,NASHVILLE,1/11/13,70000,0.19,26000.0,54900.0,80900.0,1087.0,1930.0,2.0,2.0,0.0
65d7ef0b234a2544308152c4,293,DUPLEX,NASHVILLE,1/25/13,120000,0.22,60300.0,515800.0,576100.0,4521.64995,2013.0,5.0,4.0,1.0
65d7ef0b234a2544308152c5,294,DUPLEX,NASHVILLE,1/24/13,65000,0.21,60300.0,60400.0,120700.0,1650.0,1954.0,4.0,2.0,0.0
65d7ef0b234a2544308152c6,295,SINGLE FAMILY,NASHVILLE,1/22/13,148500,0.64,31200.0,128300.0,159500.0,1462.0,1955.0,6.0,1.0,0.0
65d7ef0b234a2544308152c8,297,SINGLE FAMILY,NASHVILLE,1/20/13,355000,0.17,100000.0,213600.0,313600.0,2310.0,1930.0,3.0,2.0,1.0
65d7ef0b234a2544308152c9,298,VACANT RES LAND,NASHVILLE,1/2/13,72500,0.15,60000.0,368200.0,459800.0,2914.0,2013.0,5.0,3.0,1.0
65d7ef0b234a2544308152cc,301,SINGLE FAMILY,NASHVILLE,1/24/13,159900,0.27,33800.0,201500.0,247700.0,1593.0,1948.0,3.0,2.0,0.0
65d7ef0b234a2544308152cd,302,TRIPLEX,NASHVILLE,1/29/13,225000,0.18,100000.0,369200.0,469200.0,2756.0,1910.0,4.0,3.0,1.0
65d7ef0b234a2544308152ce,303,SINGLE FAMILY,NASHVILLE,1/23/13,173000,0.25,85000.0,90200.0,177100.0,1472.0,1955.0,2.0,2.0,0.0
65d7ef0b234a2544308152cf,304,DUPLEX,NASHVILLE,1/10/13,235000,0.27,93500.0,153000.0,246500.0,2160.0,1948.0,4.0,2.0,0.0
65d7ef0b234a2544308152d0,305,SINGLE FAMILY,NASHVILLE,1/28/13,215000,0.24,30000.0,172500.0,202500.0,1194.0,2012.0,2.0,2.0,0.0
65d7ef0b234a2544308152d2,307,SINGLE FAMILY,NASHVILLE,1/10/13,388565,0.18,85000.0,302200.0,388900.0,2317.05005,1905.0,3.0,2.0,1.0
65d7ef0b234a2544308152d3,308,SINGLE FAMILY,NASHVILLE,1/24/13,241000,0.24,35000.0,204800.0,239800.0,1728.0,2007.0,3.0,2.0,1.0
65d7ef0b234a2544308152d4,309,SINGLE FAMILY,NASHVILLE,1/15/13,64000,0.17,25000.0,128100.0,153100.0,1160.0,1952.0,3.0,2.0,0.0
65d7ef0b234a2544308152d8,313,SINGLE FAMILY,NASHVILLE,1/3/13,98000,0.2,25000.0,70600.0,95600.0,704.0,1959.0,2.0,1.0,0.0
65d7ef0b234a2544308152d9,314,SINGLE FAMILY,NASHVILLE,1/30/13,50100,0.2,25000.0,51900.0,76900.0,704.0,1959.0,2.0,1.0,0.0
65d7ef0b234a2544308152da,315,SINGLE FAMILY,OLD HICKORY,1/24/13,65200,0.34,17000.0,81000.0,104700.0,1262.0,1934.0,3.0,2.0,0.0
65d7ef0b234a2544308152dd,318,SINGLE FAMILY,OLD HICKORY,1/18/13,217000,0.22,35000.0,255300.0,290300.0,3152.44995,1997.0,3.0,3.0,0.0
65d7ef0b234a2544308152de,319,SINGLE FAMILY,OLD HICKORY,1/11/13,135000,0.24,13000.0,139300.0,152300.0,1514.0,1996.0,3.0,2.0,0.0
65d7ef0b234a2544308152df,320,SINGLE FAMILY,OLD HICKORY,1/9/13,85000,0.59,35000.0,129600.0,174100.0,2340.0,1940.0,3.0,3.0,0.0
65d7ef0b234a2544308152e1,322,SINGLE FAMILY,OLD HICKORY,1/9/13,144500,0.23,30000.0,111900.0,141900.0,1414.0,1991.0,3.0,2.0,0.0
65d7ef0b234a2544308152e2,323,SINGLE FAMILY,OLD HICKORY,1/18/13,375000,0.48,90000.0,245500.0,375700.0,4455.10999,1987.0,4.0,5.0,0.0
65d7ef0b234a2544308152e4,325,SINGLE FAMILY,OLD HICKORY,1/18/13,77000,0.43,22500.0,80100.0,102600.0,1008.0,1940.0,3.0,1.0,0.0
65d7ef0b234a2544308152e7,328,SINGLE FAMILY,OLD HICKORY,1/18/13,115000,0.41,25000.0,112800.0,137800.0,1610.0,1974.0,3.0,2.0,0.0
65d7ef0b234a2544308152e8,329,SINGLE FAMILY,NASHVILLE,1/11/13,109900,0.82,35000.0,108300.0,143300.0,1226.0,1958.0,3.0,1.0,1.0
65d7ef0b234a2544308152e9,330,SINGLE FAMILY,HERMITAGE,1/8/13,78600,0.26,21000.0,111400.0,136600.0,1850.0,1962.0,3.0,1.0,0.0
65d7ef0b234a2544308152ea,331,SINGLE FAMILY,HERMITAGE,1/23/13,140000,0.28,21000.0,123100.0,144100.0,2200.0,1962.0,4.0,2.0,0.0
